Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tribit wireless earbuds,62,62,50,27,0.26,https://tribit.com/collections/movebuds-h1,0,0,0.00,1,97,"[42,42,33,23,23,33,23,23,33,23,9,9]",2025-03-14,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit wireless earbuds,71,71,50,27,0.26,https://tribit.com/collections/headphones,0,0,0.00,1,97,"[42,42,33,23,23,33,23,23,33,23,9,9]",2025-03-14,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit wireless earbuds,83,83,50,27,0.26,https://tribit.com/collections/flybuds-c1,0,0,0.00,1,97,"[42,42,33,23,23,33,23,23,33,23,9,9]",2025-03-14,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
mini bluetooth wireless speaker,69,69,50,39,0.60,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,1,54100000,"[0,0,0,100,100,63,45,45,45,63,63,63]",2025-03-05,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
bluetooth speacker,61,61,30,65,0.63,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,315000000,"[0,0,0,0,0,0,7,0,5,0,0,3]",2025-03-20,"Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Things to know",commercial,Organic
speaker bluetooth speaker,64,64,40,67,0.63,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,275000000,"[2,10,2,2,2,2,2,2,2,12,2,12]",2025-03-27,"Image pack, Reviews, Video, Image, People also ask, Popular products, Related searches, Things to know, People also search","informational, transactional",Organic
speaker portable,71,71,590,62,0.68,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,332000000,"[10,10,8,16,10,10,8,8,16,22,20,10]",2025-03-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, People also search",transactional,Organic
xfreee,24,24,2400,28,0.00,https://tribit.com/collections/xfree-go,0,0,0.00,0,83,"[36,0,0,12,0,6,0,0,24,12,100,12]",2025-03-25,"Sitelinks, People also ask",navigational,Organic
mini bt,23,23,50,13,0.00,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,0.94,159000000,"[55,100,77,55,100,0,0,55,77,77,0,55]",2025-03-19,"Image pack, Reviews, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
ac power bluetooth speaker,63,63,90,19,0.47,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,0,0,0.00,1,34100000,"[34,34,34,34,34,34,3,43,28,28,43,6]",2025-03-16,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Explore brands",commercial,Organic
bluetooth speaker mini portable,70,70,90,38,0.60,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,1,59000000,"[35,50,50,64,78,78,64,64,64,50,100,50]",2025-03-09,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands, People also search",transactional,Organic
speaker battery cart,67,0,40,0,0.00,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,0,55700000,"[45,45,0,0,100,100,18,18,18,18,18]",2025-03-29,"Sitelinks, Video, Image, Related searches",commercial,Organic
outside earbuds,65,65,50,34,0.69,https://tribit.com/products/tribit-opengo-open-ear-earbuds,0,0,0.00,1,121000000,"[11,11,11,52,52,64,64,5,17,23,17,11]",2025-03-13,"Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
mini portable speakers,38,38,90,46,0.57,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,1,130000000,"[42,33,4,100,19,42,19,52,23,52,66,66]",2025-03-22,"Image pack, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search",transactional,Organic
bluetooth speaker portable small,66,0,210,50,0.60,https://tribit.com/collections/speakers,0,0,0.00,1,43600000,"[43,53,81,100,100,0,100,53,65,53,81,0]",2025-03-29,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
air 3 true wireless earbuds,27,27,50,23,0.00,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,0,0,0.00,0.91,0,"[2,1,0,9,5,9,5,9,5,5,5,4]",2025-03-17,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
broadcast bluetooth,58,58,70,45,0.41,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,0.99,48300000,"[0,0,78,78,64,64,64,64,50,64,78,14]",2025-03-27,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
tribit stormbox blast portable speaker,4,4,40,43,0.00,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,10,10,40,43,0.00,https://tribit.com/collections/stormbox,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,16,16,40,43,0.00,https://tribit.com/collections/best-sellers,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,19,19,40,43,0.00,https://tribit.com/products/xbass-stormboxblast-portable-bluetooth-speaker,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,34,34,40,43,0.00,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
tribit stormbox blast portable speaker,34,34,40,43,0.00,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
tribit stormbox blast portable speaker,38,38,40,43,0.00,https://tribit.com/collections/stormbox-1,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,57,57,40,43,0.00,https://tribit.com/collections/stormbox-blast,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox blast portable speaker,71,71,40,43,0.00,https://tribit.com/products/tribit-stormbox-portable-speaker,0,0,0.00,1,98,"[11,11,11,64,52,64,11,11,11,11,11,11]",2025-03-03,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
speaker maximum output power,96,0,50,12,0.00,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,0.1,56400000,"[9,0,27,27,100,100,45,36,45,63,63,36]",2025-03-29,"Sitelinks, Video, People also ask, Related searches, People also search, AI overview",informational,Organic
bluetooth 5.0 speaker,65,0,90,44,0.58,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,0.99,94,"[12,15,21,15,15,21,21,15,15,15,100,65]",2025-03-29,"Image pack, Video, Image, People also ask, Popular products, Related searches, People also search",commercial,Organic
portable bluetooth mini speaker,63,63,90,41,0.60,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,1,57800000,"[21,21,21,28,34,43,34,0,43,53,21,6]",2025-03-07,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
blast speaker,1,1,110,48,0.48,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,0,0,0.00,0.92,59300000,"[14,18,18,18,18,22,29,22,22,18,29,18]",2025-03-08,"Image pack, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
speaker usb c,38,38,90,37,0.44,https://tribit.com/products/xsound-go-bluetooth-speaker-with-16w-loud-sound-8f1-rich-bass-24h-playtime-lpx7-waterproof-wireless-stereopairing-usb-c-portable-wireless-speaker-for-home-outdoors-travel,0,0,0.00,0.99,117000000,"[64,64,64,41,52,64,52,52,64,52,64,0]",2025-03-09,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, People also search",commercial,Organic
compact speaker,56,56,110,56,0.49,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,1140000000,"[22,29,22,18,22,54,29,35,22,10,4,29]",2025-03-28,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search",transactional,Organic
blu tooth speaker,40,40,1300,78,0.63,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,290000000,"[24,34,55,20,100,44,30,20,34,44,65,20]",2025-03-27,"Image pack, Sitelinks, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Things to know",commercial,Organic
tribit company origin country,5,5,40,28,0.00,https://tribit.com/,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
tribit company origin country,15,15,40,28,0.00,https://tribit.com/pages/innovation,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
tribit company origin country,19,19,40,28,0.00,https://tribit.com/collections/speakers,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
tribit company origin country,23,23,40,28,0.00,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
tribit company origin country,23,23,40,28,0.00,https://tribit.com/pages/about,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Image pack
tribit company origin country,24,24,40,28,0.00,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
tribit company origin country,28,28,40,28,0.00,https://tribit.com/products/tribit-xsound-mega-portable-wireless-speaker,0,0,0.00,0,31,"[0,0,29,100,41,52,29,11,11,11,11,11]",2025-03-24,"Image pack, Sitelinks, Reviews, People also ask, Related searches, People also search",informational,Organic
speaker stores nearby,32,32,50,55,1.28,https://tribit.com/,0,0,0.00,0.83,174000000,"[18,18,18,18,81,100,18,100,100,18,18,18]",2025-03-02,"Local pack, Image pack, Sitelinks, Image, People also ask, Related searches, People also search",transactional,Organic
3 buds,10,10,140,40,0.00,https://tribit.com/products/tribit-flybuds-3-true-wireless-earbuds,0,0,0.00,0.02,444000000,"[11,11,14,14,11,21,9,9,17,17,5,21]",2025-03-26,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, People also search","commercial, navigational",Organic
blue tooth speaker outdoor,94,0,40,48,0.67,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,52700000,"[0,0,14,100,19,19,14,0,9,4,23,9]",2025-03-29,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search",transactional,Organic
wireless speakers wholesale,81,81,110,6,1.08,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,8780000,"[82,64,52,64,64,100,100,52,52,52,52,41]",2025-03-20,"Image pack, Image, Popular products, Related searches",commercial,Organic
beats audio official site,44,44,50,77,0.60,https://tribit.com/,0,0,0.00,0.77,76100000,"[19,23,23,23,4,0,23,19,42,100,14,0]",2025-03-19,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, People also search","commercial, navigational",Organic
i h1,46,46,210,22,0.00,https://tribit.com/products/tribit-movebuds-h1-wireless-earbuds,0,0,0.00,0.09,252000000,"[14,35,54,100,54,35,43,22,43,18,54,29]",2025-03-05,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Related searches, People also search",informational,Organic
travel wireless speaker,81,81,140,63,0.67,https://tribit.com/products/xsound-go-bluetooth-speaker-with-16w-loud-sound-8f1-rich-bass-24h-playtime-lpx7-waterproof-wireless-stereopairing-usb-c-portable-wireless-speaker-for-home-outdoors-travel,0,0,0.00,1,46100000,"[82,82,100,100,100,82,82,0,64,52,82,52]",2025-03-20,"Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
portable bluetooth speaker with remote,96,96,40,26,0.51,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,98,"[7,7,7,7,7,7,7,7,7,7,42,42]",2025-03-25,"Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
anker soundcore instruction manual,76,76,90,21,0.00,https://tribit.com/pages/manual-download,0,0,0.00,0,1010000,"[63,63,63,81,63,81,63,81,81,81,81,63]",2025-03-02,"Video, People also ask, Related searches, People also search",informational,Organic
personal speaker,54,54,140,71,0.78,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,1040000000,"[28,23,28,28,35,28,35,28,43,43,66,28]",2025-03-18,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, People also search",transactional,Organic
